sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_paraphrase1,sen2_task
RTE1_test.column_s2_1332,Indicated that President Arafat stressed its insistence on the comprehensive agreement and that Clinton its promise to additional efforts of for overcoming obstacles impede such agreement is,Indicated that President Arafat stressed his insistence on the comprehensive agreement and that Clinton's promise to additional efforts to overcome obstacles impede a such agreement is shown that it impedes its efforts,Indicated that President Arafat stressed his insistence on the comprehensive agreement and that Clinton's promise of additional efforts to overcome obstacles impede such an agreement is indicated that,MT,RTE3_test.column_s2_142,A bomb attack took place near the Shepherd 's Bush subway station .,A bomb attack happened near the Shepherd's Bush subway station.,A bomb was exploded near Shepherd's Bush subway station.,IE
RTE2_test.column_s2_352,Andy Roddick had lost a four-setter .,Andy Roddick had lost a four-setter in a final.,Andy Roddick had lost a four-set draw.,SUM,RTE2_test.column_s2_219,Japanese protests against China .,Japanese protests against China are seen as Japanese.,Japan's protests against China are set to escalate.,IE
RTE3_test.column_s2_604,NUCOR giant mini-mill may cut costs by 10 % .,"NUCOR, the giant mini-mill of NUCOR, may cut cost by 10 %.",NUCOR giant mini-mill at NUCOR could cut costs 10 %.,SUM,RTE1_test.column_s2_1673,U.S. Immigration Service is an organisation based in Moscow .,"U.S. Immigration Service is an organization based in Moscow, USA.",U.S. Immigration Service is a group based in Moscow.,IE
RTE2_test.column_s2_734,The government took measures to reduce pollution .,The government has taken measures to reduce pollution.,The government took steps to reduce pollution.,IR,RTE1_test.column_s2_841,"Shrek 2 retained the top spot with $ 92.2-million over the long weekend , fending off the global-catastrophe tale The Day After Tomorrow , which debuted with $ 86-million , according to studio estimates .","Shrek 2 retained the top spot with $ 92.2 million over the long weekend, beating the global catastrophic tale The Day After Tomorrow which debuted with $ 86-million according to studio estimates.","Shrek 2 held the top spot with $ 92.2 million over the long weekend, beating the global - disaster tale The Day After Tomorrow which debuted $ 86-million, according to studio estimates.",CD
RTE1_test.column_s2_1962,Ohio has gained thousands of manufacturing jobs .,Ohio has gained thousands of manufacturing jobs in the past two years.,Ohio has gained thousands of manufacturing jobs in the last decade.,PP,RTE2_test.column_s2_358,Danone headquarters are located in Paris .,Danone's headquarters are located in Paris.,Danone's headquarters are in Paris.,IE
RTE2_test.column_s2_283,The Dragons have terminated Thompson 's contract .,The Dragons have terminated Thompson's contract.,The Dragons have cancelled Thompson's contract.,IE,RTE2_test.column_s2_648,Karl Rove works as chief strategist for Mr. Bush .,Karl Rove is acting for Mr. Bush as Chief Strategy Officer.,Karl Rove is chief strategist for Mr. Bush.,IE
RTE1_test.column_s2_1835,Thousands have fled South Korea 's famine and repression since the late 1990 's .,Thousands have fled South Korea's famine and repression since the late 1990s.,"Since late 1990, thousands have fled South Korea's famine and repression.",RC,RTE1_test.column_s2_2148,Some neighbors said they were forced to break windows to enter the supermarket because the doors would n't open .,Some neighbors have said they were forced to break windows to enter the supermarket as the doors wouldn 't open.,Some neighbors said they were forced to break the windows to get in the supermarket because the doors would not open.,CD
RTE1_test.column_s2_1628,O 'Neill was born in New York City .,"O'Neill was born in New York City, New York.",O'Neill was born in New York City.,IE,RTE1_test.column_s2_1884,The 4 th International World Food security conference is held in Geneve .,"The 4th International World Food Security Conference is held in Geneve, Canada.",The 4th International World Food Security Conference is held at Geneve.,IE
RTE1_test.column_s2_934,Oil prices drop,Oil prices fall as oil prices drop,Price of oil drop to drop  Oil prices drop,IR,RTE3_test.column_s2_259,Information about what manatees eat is available .,Information on what manatees eat is available.,Information on what Manatees eat are available.,IR
RTE1_test.column_s2_1522,Nelson Mandela served 27 years of imprisonment .,Nelson Mandela was jailed for 27 years.,Nelson Mandela was sentenced to 27 years of imprisonment.,QA,RTE1_test.column_s2_1349,"Particular seven organizations Egyptian Organization for human rights today , Monday appealed to the Egyptian President Hosni Mubarak a cost-accounting the responsible for acts of torture which aimed villagers in upper Egypt during the investigation in the crimes killed in last August",Special seven organizations Egyptian Organization for Human Rights today appealed to Egyptian President Hosni Mubarak a cost-accounting the responsible for acts of torture that villagers in upper Egypt during the investigation in the murders in August last year.,"Specific seven organizations called Egyptian Organization for Human Rights today, Monday, appealed to the Egyptian President Hosni Mubarak a cost-accounting of torture - acts targeted villagers in upper Egypt during the investigation in the massacres in August last year.",MT
RTE3_test.column_s2_144,Reagan reduced taxes by 25 % .,Reagan increased taxes by 25 %.,Reagan has cut tax rates by 25 %.,IE,RTE1_test.column_s2_1620,Charlton Heston was born in Broadway .,Charlton Heston was born at Broadway.,Charlton Heston was born on Broadway.,IE
RTE3_test.column_s2_475,Elizabeth the Second 's father was George VI .,Elizabeth Elizabeth the Second's father was George VI.,George VI was George II father of Elizabeth the Second.,QA,RTE1_test.column_s2_1175,The poll was carried out on the 6 th and 7 th of October .,The poll was conducted on the 6th and 7th October.,The poll was conducted on October 6 and 7.,MT
RTE3_test.column_s2_204,The electroweak theory was recently confirmed .,The electroweak theory has been confirmed recently.,Electroweak theory has been recently confirmed.,IR,RTE2_test.column_s2_744,U.S. industry is exported .,Exports in the U.S. are U.S. industry.,U.S. export industries are exported.,IR
RTE3_test.column_s2_548,The catastrophe at Chernobyl happened in 1986 .,The 1986 Chernobyl catastrophe occurred in 1986.,The Chernobyl catastrophe of 1986 occurred.,QA,RTE2_test.column_s2_222,Robin Warren was awarded a Nobel Prize .,Robin Warren was awarded a Nobel Prize for his contributions.,Robin Warren received a Nobel Prize.,IE
RTE2_test.column_s2_664,The new Palestinian president combatted corruption and revived the Palestinian economy .,The new Palestinian president fought corruption and rebuilt the Palestinian economy.,The new Palestinian president combated corruption and rebuilt the Palestinian economy.,SUM,RTE1_test.column_s2_1411,"The skeleton , among the oldest in America , bears little physical resemblance to any present-day Americans .","The skeleton, one of the oldest in America, bears little physical comparison to any present-day American.","The skeleton, among the oldest in America, bears little physical resemblance to any current American.",CD
RTE2_test.column_s2_125,New England simply does n't lose .,New England simply does not lose.,New England simply doesn't lose.,SUM,RTE3_test.column_s2_304,EC presidency candidates were nominated .,Candidates were nominated for the EC presidency.,Candidate for the EC presidency were nominated.,IR
RTE3_test.column_s2_476,Elizabeth the Second 's father was George VI .,Elizabeth II's father was George VI.,Elizabeth the Second's father was George VI.,QA,RTE2_test.column_s2_4,The ozone layer is in the earth 's atmosphere .,The ozone layer is in the earth's atmosphere.,The ozone layer in the earth's atmosphere is.,QA
RTE1_test.column_s2_1432,The report backs intelligence agencies .,The report rewards intelligence agencies.,The report backing agencies on intelligence.,PP,RTE1_test.column_s2_1507,Hitler belonged to the Nazi party .,Hitler was a member of the Nazi party.,Hitler belongs to the Nazi Party.,QA
RTE2_test.column_s2_78,Defending champion Andy Roddick took on Joachim Johansson .,Andy Roddick took defending champions Joachim Johansson over.,Andy Roddick took on Joachim Johansson to defend the champion.,SUM,RTE3_test.column_s2_338,Olympic Games promote peace .,Peace promotion from Olympic Games promotes peace.,Peace promotes the Olympics games.,IR
RTE1_test.column_s2_317,Schroeder 's party did n't do well at the European elections .,Schroeder's party did not do well at the European elections.,Schroeder's party did not perform well in the European elections.,IR,RTE2_test.column_s2_539,The protestors were resident in Grizinkals Park .,The protestors were residents in Grizinkals Park.,The protestors were located in Grizinkals Park.,IE
RTE2_test.column_s2_747,Destruction of the rainforest affected the world 's weather .,Destruction of the rainforest affected the climate of the world.,Destruction of rainforest affected the weather on Earth.,IR,RTE1_test.column_s2_985,"Cool , humid weather can slow the advance of fire .","Cool, humid weather can slow down the fire's advance.","Cool, humid weather can slow the progression of fires.",RC
RTE2_test.column_s2_290,Wyniemko was proven guilty by DNA testing .,Wyniemko was convicted by DNA testing.,Wyniemko was found guilty of DNA testing.,IE,RTE3_test.column_s2_757,The Army increase will be achieved within 5 years .,The Army increase is to be achieved within 5 years.,The increase in the army will be achieved in five years.,SUM
